nyud 509
nyud 200
scenenet train/0/308 1450
scenenet train/0/51 5325
scenenet train/0/267 2625
scenenet train/0/272 2275
nyud 863
nyud 843
scannet scene0000_02 002910
scannet scene0000_01 004596
scannet scene0002_01 000024
scannet scene0002_01 002634
scannet scene0002_00 001549
scannet scene0002_00 001573
scannet scene0000_01 002791
scannet scene0002_01 001307
scannet scene0002_01 000915
scannet scene0000_00 005156
scannet scene0000_00 000146
scannet scene0000_01 000019
scenenet train/0/213 1900
scenenet train/0/352 175
scenenet train/0/319 2175
scenenet train/0/198 6200
scenenet train/0/329 6550
scenenet train/0/455 2325
scenenet train/0/293 1150
scenenet train/0/409 2575
scenenet train/0/341 50
scenenet train/0/210 3150
scenenet train/0/318 375
scenenet train/0/296 5950
scenenet train/0/221 6400
scenenet train/0/281 5550
scenenet train/0/380 3700
scenenet train/0/258 2700
scenenet train/0/444 2475
scenenet train/0/465 2375
scenenet train/0/197 575
scenenet train/0/274 2400
scenenet train/0/15 3300
scenenet train/0/226 7450
scenenet train/0/177 6200
scenenet train/0/438 3250
scenenet train/0/464 1550
scenenet train/0/4 1200
scenenet train/0/348 325
scenenet train/0/218 4300
scenenet train/0/230 3650
scenenet train/0/52 3150
scenenet train/0/165 650
scenenet train/0/171 6475
scenenet train/0/390 325
scenenet train/0/433 5450
nyud 197
nyud 535
scannet scene0000_00 000311
scannet scene0002_01 005098
scannet scene0002_01 003511
scannet scene0000_00 002141
scannet scene0000_02 005331
scannet scene0000_00 000944
scannet scene0002_01 000517
scannet scene0000_00 002360
scannet scene0000_00 000254
scannet scene0000_02 003243
scannet scene0000_01 004158
scannet scene0000_01 004709
scenenet train/0/221 3750
scenenet train/0/120 0
scenenet train/0/192 6550
scenenet train/0/247 6650
scenenet train/0/108 7250
scenenet train/0/19 6525
scenenet train/0/189 7400
scenenet train/0/359 3550
scenenet train/0/320 5200
scenenet train/0/207 3375
scenenet train/0/403 550
scenenet train/0/221 5000
scenenet train/0/362 6850
scenenet train/0/0 6000
scenenet train/0/164 6550
scenenet train/0/274 575
scenenet train/0/91 6550
scenenet train/0/21 2200
scenenet train/0/171 5525
scenenet train/0/398 1675
scenenet train/0/67 1875
scenenet train/0/422 7050
scenenet train/0/204 5850
scenenet train/0/368 3600
scenenet train/0/147 5800
scenenet train/0/44 4700
scenenet train/0/468 1300
scenenet train/0/195 4450
scenenet train/0/402 3700
scenenet train/0/329 6325
scenenet train/0/195 2975
scenenet train/0/167 1775
scenenet train/0/407 4250
scenenet train/0/374 6900
nyud 1284
nyud 936
scannet scene0000_00 001685
scannet scene0000_02 002906
scannet scene0000_02 003114
scannet scene0000_00 000553
scannet scene0002_00 001499
scannet scene0000_02 000579
scannet scene0000_02 002410
scannet scene0001_01 000433
scannet scene0002_01 004801
scannet scene0001_00 001350
scannet scene0000_01 001515
scannet scene0000_00 003165
scenenet train/0/225 4575
scenenet train/0/164 6000
scenenet train/0/229 2775
scenenet train/0/443 4175
scenenet train/0/224 3575
scenenet train/0/185 4675
scenenet train/0/26 2700
scenenet train/0/148 1600
scenenet train/0/415 75
scenenet train/0/106 175
scenenet train/0/188 5350
scenenet train/0/383 1225
scenenet train/0/181 2425
scenenet train/0/254 2400
scenenet train/0/498 2200
scenenet train/0/464 6025
scenenet train/0/308 5775
scenenet train/0/192 1650
scenenet train/0/199 1825
scenenet train/0/489 1375
scenenet train/0/427 1350
scenenet train/0/73 3200
scenenet train/0/349 3325
scenenet train/0/351 4925
scenenet train/0/333 4975
scenenet train/0/438 1425
scenenet train/0/199 7025
scenenet train/0/223 1850
scenenet train/0/440 3450
scenenet train/0/441 25
scenenet train/0/407 275
scenenet train/0/96 4700
scenenet train/0/421 5625
scenenet train/0/73 2850
nyud 311
nyud 385
scannet scene0002_01 001410
scannet scene0000_00 000905
scannet scene0000_00 003986
scannet scene0000_01 005311
scannet scene0000_02 005207
scannet scene0000_01 002622
scannet scene0002_01 005431
scannet scene0000_01 003389
scannet scene0001_00 000317
scannet scene0000_00 004195
scannet scene0001_01 000388
scannet scene0000_02 004967
scenenet train/0/164 6225
scenenet train/0/360 6675
scenenet train/0/101 3950
scenenet train/0/251 3200
scenenet train/0/158 7400
scenenet train/0/37 3900
scenenet train/0/167 6300
scenenet train/0/9 6775
scenenet train/0/183 4875
scenenet train/0/2 100
scenenet train/0/395 425
scenenet train/0/21 6050
scenenet train/0/341 925
scenenet train/0/301 4725
scenenet train/0/266 3625
scenenet train/0/439 2825
scenenet train/0/334 5000
scenenet train/0/329 3125
scenenet train/0/176 5225
scenenet train/0/56 5225
scenenet train/0/436 6650
scenenet train/0/397 3025
scenenet train/0/196 3475
scenenet train/0/461 3000
scenenet train/0/89 5700
scenenet train/0/102 7075
scenenet train/0/268 6375
scenenet train/0/358 3450
scenenet train/0/489 2950
scenenet train/0/367 4100
scenenet train/0/459 6375
scenenet train/0/449 400
scenenet train/0/275 1100
scenenet train/0/245 6650
nyud 1025
nyud 874
scannet scene0001_01 000296
scannet scene0000_02 002143
scannet scene0002_01 004100
scannet scene0000_00 001561
scannet scene0000_01 003624
scannet scene0002_01 003252
scannet scene0000_00 005016
scannet scene0000_00 000535
scannet scene0000_02 001215
scannet scene0000_00 002878
scannet scene0002_01 001251
scannet scene0002_01 000974
scenenet train/0/178 6975
scenenet train/0/468 6625
scenenet train/0/44 3575
scenenet train/0/217 3875
scenenet train/0/213 1325
scenenet train/0/400 1200
scenenet train/0/146 1075
scenenet train/0/1 3475
scenenet train/0/478 4625
scenenet train/0/421 1975
scenenet train/0/316 5650
scenenet train/0/209 6900
scenenet train/0/318 4650
scenenet train/0/372 6700
scenenet train/0/171 675
scenenet train/0/165 3975
scenenet train/0/9 925
scenenet train/0/428 6550
scenenet train/0/138 4600
scenenet train/0/91 2400
scenenet train/0/331 1625
scenenet train/0/409 3700
scenenet train/0/103 5275
scenenet train/0/494 5400
scenenet train/0/91 4725
scenenet train/0/51 7375
scenenet train/0/307 6000
scenenet train/0/198 1425
scenenet train/0/158 3975
scenenet train/0/486 6875
scenenet train/0/255 1925
scenenet train/0/46 7125
scenenet train/0/343 375
scenenet train/0/447 1675
nyud 926
nyud 424
scannet scene0000_01 001585
scannet scene0000_00 004777
scannet scene0000_02 002829
scannet scene0000_00 004830
scannet scene0000_02 003590
scannet scene0002_00 000294
scannet scene0000_02 000102
scannet scene0000_01 005373
scannet scene0002_01 002167
scannet scene0000_02 004680
scannet scene0000_00 004575
scannet scene0001_00 000050
scenenet train/0/13 7250
scenenet train/0/25 325
scenenet train/0/123 2675
scenenet train/0/342 6275
scenenet train/0/363 3625
scenenet train/0/274 2700
scenenet train/0/292 7000
scenenet train/0/247 3625
scenenet train/0/215 7075
scenenet train/0/7 4500
scenenet train/0/348 7350
scenenet train/0/297 5800
scenenet train/0/34 6125
scenenet train/0/5 1350
scenenet train/0/33 7000
scenenet train/0/373 2650
scenenet train/0/56 1500
scenenet train/0/462 775
scenenet train/0/468 275
scenenet train/0/358 725
scenenet train/0/248 875
scenenet train/0/383 3875
scenenet train/0/441 1100
scenenet train/0/250 4625
scenenet train/0/364 4175
scenenet train/0/360 6025
scenenet train/0/61 5675
scenenet train/0/489 7350
scenenet train/0/258 6250
scenenet train/0/386 5500
scenenet train/0/437 2100
scenenet train/0/496 3775
scenenet train/0/117 3600
scenenet train/0/327 4375
nyud 981
nyud 1218
scannet scene0000_02 003220
scannet scene0000_00 002144
scannet scene0000_02 003217
scannet scene0000_01 004673
scannet scene0001_00 000605
scannet scene0000_01 003276
scannet scene0001_00 000887
scannet scene0000_00 004170
scannet scene0002_00 000383
scannet scene0002_00 001559
scannet scene0000_01 003501
scannet scene0000_01 002133
scenenet train/0/406 2175
scenenet train/0/335 7125
scenenet train/0/18 3100
scenenet train/0/449 6800
scenenet train/0/447 5800
scenenet train/0/113 600
scenenet train/0/486 2975
scenenet train/0/15 3375
scenenet train/0/381 1075
scenenet train/0/183 5050
scenenet train/0/313 150
scenenet train/0/28 5600
scenenet train/0/26 3050
scenenet train/0/280 1850
scenenet train/0/186 4175
scenenet train/0/451 900
scenenet train/0/494 1300
scenenet train/0/449 5625
scenenet train/0/396 3725
scenenet train/0/90 4900
scenenet train/0/445 500
scenenet train/0/17 5500
scenenet train/0/383 4050
scenenet train/0/384 1500
scenenet train/0/322 6300
scenenet train/0/384 4525
scenenet train/0/429 4450
scenenet train/0/330 5675
scenenet train/0/286 1125
scenenet train/0/270 5275
scenenet train/0/112 5050
scenenet train/0/88 50
scenenet train/0/404 3175
scenenet train/0/217 5925
nyud 970
nyud 21
scannet scene0000_02 004463
scannet scene0000_01 003173
scannet scene0002_01 001499
scannet scene0000_01 001630
scannet scene0000_00 000035
scannet scene0000_00 004005
scannet scene0000_02 000238
scannet scene0000_01 004489
scannet scene0000_01 000183
scannet scene0000_02 001918
scannet scene0002_00 001580
scannet scene0000_02 001592
scenenet train/0/137 5475
scenenet train/0/228 2125
scenenet train/0/430 5525
scenenet train/0/48 2400
scenenet train/0/319 3900
scenenet train/0/68 4475
scenenet train/0/370 600
scenenet train/0/419 1475
scenenet train/0/332 5875
scenenet train/0/238 7275
scenenet train/0/108 1125
scenenet train/0/262 1450
scenenet train/0/295 6550
scenenet train/0/234 1975
scenenet train/0/226 6400
scenenet train/0/85 7375
scenenet train/0/334 1225
scenenet train/0/484 2000
scenenet train/0/444 4775
scenenet train/0/134 1675
scenenet train/0/200 7050
scenenet train/0/317 3950
scenenet train/0/466 4125
scenenet train/0/160 4625
scenenet train/0/398 6350
scenenet train/0/359 5350
scenenet train/0/181 3350
scenenet train/0/311 5300
scenenet train/0/232 4200
scenenet train/0/395 6325
scenenet train/0/452 7125
scenenet train/0/81 475
scenenet train/0/102 5450
scenenet train/0/186 2300
nyud 909
nyud 1033
scannet scene0000_02 001657
scannet scene0000_02 001999
scannet scene0000_01 004557
scannet scene0000_01 003372
scannet scene0000_01 003848
scannet scene0000_02 003392
scannet scene0002_00 001184
scannet scene0000_02 000300
scannet scene0000_01 003024
scannet scene0001_00 000205
scannet scene0002_00 001243
scannet scene0002_01 004889
scenenet train/0/39 925
scenenet train/0/440 3575
scenenet train/0/463 3300
scenenet train/0/415 3900
scenenet train/0/93 2525
scenenet train/0/2 2550
scenenet train/0/336 600
scenenet train/0/350 2050
scenenet train/0/365 4825
scenenet train/0/100 925
scenenet train/0/430 4025
scenenet train/0/96 5425
scenenet train/0/178 5650
scenenet train/0/449 5125
scenenet train/0/470 825
scenenet train/0/241 6125
scenenet train/0/225 7050
scenenet train/0/105 4275
scenenet train/0/439 200
scenenet train/0/343 3025
scenenet train/0/482 3775
scenenet train/0/138 3100
scenenet train/0/245 4250
scenenet train/0/345 5800
scenenet train/0/217 3450
scenenet train/0/42 775
scenenet train/0/140 3150
scenenet train/0/421 325
scenenet train/0/121 4675
scenenet train/0/12 5900
scenenet train/0/403 4225
scenenet train/0/247 4400
scenenet train/0/401 2050
scenenet train/0/320 2475
nyud 798
nyud 51
scannet scene0000_02 002730
scannet scene0001_01 001203
scannet scene0000_00 005317
scannet scene0000_00 001475
scannet scene0001_00 001005
scannet scene0002_01 000280
scannet scene0000_01 001229
scannet scene0001_01 000238
scannet scene0000_00 000013
scannet scene0002_01 002398
scannet scene0000_02 004850
scannet scene0000_00 003283
scenenet train/0/103 5775
scenenet train/0/494 6450
scenenet train/0/482 5025
scenenet train/0/395 3325
scenenet train/0/466 5175
scenenet train/0/133 6325
scenenet train/0/356 2050
scenenet train/0/101 7075
scenenet train/0/37 525
scenenet train/0/21 250
scenenet train/0/455 2725
scenenet train/0/348 4675
scenenet train/0/306 1675
scenenet train/0/371 7250
scenenet train/0/392 5550
scenenet train/0/493 5000
scenenet train/0/54 225
scenenet train/0/62 7350
scenenet train/0/93 2025
scenenet train/0/268 1625
scenenet train/0/285 2900
scenenet train/0/112 875
scenenet train/0/77 5750
scenenet train/0/52 3500
scenenet train/0/174 1675
scenenet train/0/191 7300
scenenet train/0/427 2300
scenenet train/0/329 1150
scenenet train/0/366 2375
scenenet train/0/165 2825
scenenet train/0/460 5200
scenenet train/0/423 4275
scenenet train/0/179 6700
scenenet train/0/457 3825
nyud 105
nyud 562
scannet scene0000_00 003525
scannet scene0002_01 002995
scannet scene0002_00 000629
scannet scene0001_00 000701
scannet scene0000_00 003673
scannet scene0000_02 004013
scannet scene0000_02 004292
scannet scene0002_01 004116
scannet scene0000_00 005304
scannet scene0000_01 005475
scannet scene0000_01 005121
scannet scene0001_00 001527
scenenet train/0/53 2100
scenenet train/0/158 6475
scenenet train/0/412 3375
scenenet train/0/109 300
scenenet train/0/338 1925
scenenet train/0/16 6425
scenenet train/0/491 6900
scenenet train/0/374 2100
scenenet train/0/399 5950
scenenet train/0/471 5675
scenenet train/0/472 1400
scenenet train/0/202 5000
scenenet train/0/63 4350
scenenet train/0/441 1700
scenenet train/0/312 7050
scenenet train/0/206 2650
scenenet train/0/247 1275
scenenet train/0/277 1850
scenenet train/0/199 2700
scenenet train/0/413 6350
scenenet train/0/107 6625
scenenet train/0/81 6750
scenenet train/0/285 1400
scenenet train/0/193 4400
scenenet train/0/107 1400
scenenet train/0/327 1175
scenenet train/0/334 5950
scenenet train/0/111 7200
scenenet train/0/179 5500
scenenet train/0/433 3350
scenenet train/0/314 6475
scenenet train/0/63 1250
scenenet train/0/115 6750
scenenet train/0/299 1250
nyud 1231
nyud 694
scannet scene0000_02 001807
scannet scene0000_01 005075
scannet scene0002_01 004687
scannet scene0002_01 003579
scannet scene0002_01 005063
scannet scene0002_01 003072
scannet scene0000_01 005040
scannet scene0000_01 000139
scannet scene0000_02 003680
scannet scene0000_00 001187
scannet scene0000_02 001218
scannet scene0000_01 004723
scenenet train/0/122 325
scenenet train/0/266 3500
scenenet train/0/208 2525
scenenet train/0/241 1150
scenenet train/0/340 7200
scenenet train/0/1 2250
scenenet train/0/142 50
scenenet train/0/431 4350
scenenet train/0/123 2750
scenenet train/0/44 4250
scenenet train/0/498 1025
scenenet train/0/71 2975
scenenet train/0/208 3125
scenenet train/0/255 4425
scenenet train/0/481 2075
scenenet train/0/123 2925
scenenet train/0/454 3700
scenenet train/0/488 3475
scenenet train/0/289 3575
scenenet train/0/357 4500
scenenet train/0/265 5375
scenenet train/0/198 1975
scenenet train/0/71 1875
scenenet train/0/109 4000
scenenet train/0/186 1375
scenenet train/0/220 4225
scenenet train/0/410 500
scenenet train/0/116 4100
scenenet train/0/412 1225
scenenet train/0/385 25
scenenet train/0/455 1050
scenenet train/0/454 5675
scenenet train/0/165 7450
scenenet train/0/327 6100
nyud 910
nyud 657
scannet scene0002_00 000969
scannet scene0000_01 004438
scannet scene0002_00 001288
scannet scene0001_00 000427
scannet scene0002_01 005307
scannet scene0000_01 000053
scannet scene0000_01 004464
scannet scene0000_01 001288
scannet scene0001_00 000353
scannet scene0000_00 002699
scannet scene0000_02 003110
scannet scene0000_00 001559
scenenet train/0/367 5075
scenenet train/0/343 1250
scenenet train/0/73 4150
scenenet train/0/405 3800
scenenet train/0/229 1025
scenenet train/0/443 3700
scenenet train/0/249 450
scenenet train/0/64 7475
scenenet train/0/373 2250
scenenet train/0/124 2975
scenenet train/0/224 5475
scenenet train/0/474 825
scenenet train/0/255 5375
scenenet train/0/450 5550
scenenet train/0/77 5525
scenenet train/0/360 325
scenenet train/0/114 0
scenenet train/0/430 5800
scenenet train/0/412 1425
scenenet train/0/71 6150
scenenet train/0/177 6075
scenenet train/0/132 1775
scenenet train/0/164 6700
scenenet train/0/429 6550
scenenet train/0/399 3275
scenenet train/0/346 2875
scenenet train/0/230 7000
scenenet train/0/287 3825
scenenet train/0/466 2050
scenenet train/0/385 800
scenenet train/0/490 5400
scenenet train/0/364 1875
scenenet train/0/220 4175
scenenet train/0/35 3400
nyud 339
nyud 505
scannet scene0000_02 002094
scannet scene0002_01 005321
scannet scene0000_01 002948
scannet scene0000_02 001074
scannet scene0000_01 001238
scannet scene0000_01 003313
scannet scene0002_01 001364
scannet scene0000_00 004879
scannet scene0000_01 002039
scannet scene0001_00 001407
scannet scene0000_00 003651
scannet scene0000_00 001387
scenenet train/0/195 5325
scenenet train/0/333 6600
scenenet train/0/241 6150
scenenet train/0/338 5225
scenenet train/0/91 6325
scenenet train/0/424 750
scenenet train/0/451 200
scenenet train/0/187 2800
scenenet train/0/315 3725
scenenet train/0/463 2975
scenenet train/0/329 7025
scenenet train/0/51 4775
scenenet train/0/83 3325
